id,name,address,city,state,zip,lat,lon,phone,revenue,utilization,_ingested_at,_source_system,_row_hash
40c01d75-1542-3e0b-8e5f-78d3031beba1,PIONEER MEDICAL CENTER,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,9787459449,0.0,15,2026-05-09 23:29:49.413347,synthea,87038c61e8e0966946c02156062b7aa8
1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,BAYADA HOME HEALTH CARE  INC,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,6174721333,0.0,2,2026-05-09 23:29:49.413347,synthea,e9a499abac00aeb790f1191f5cef8fc1
2e1eaaf1-ebb0-332c-8921-f48e15b91879,ALLIANCE HEALTH AT MARINA BAY,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,6177695100,0.0,3,2026-05-09 23:29:49.413347,synthea,0e11edf710878f39e94d38c120ef7275
b66db758-a205-3227-9cfb-bf19d2c1962d,ART OF CARE INC,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,6177877799,0.0,7,2026-05-09 23:29:49.413347,synthea,dba4d1d97306b1aadac58d49b02b3237
f6a306cf-7bd6-35f4-a6b7-2d07d273914c,APPLE MEDICAL CLINIC MA INC,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,5088611150,0.0,49,2026-05-09 23:29:49.413347,synthea,6b01a7f50f8e49f7c3a0af594798fda5
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,4135845057,0.0,12,2026-05-09 23:29:49.413347,synthea,e192f26a0b308e200c590cc191370d71
0ddb0329-b59d-3187-874c-602c649249c8,BAYSTATE NOBLE HOSPITAL CORPORATION,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,4135682811,0.0,194,2026-05-09 23:29:49.413347,synthea,6c2cc59b20230bf40c119958257ed9e5
609ec9f1-e806-3427-b912-9e3b2915521d,HOLYOKE VISITING NURSE ASSOC,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,3,2026-05-09 23:29:49.413347,synthea,a90be019fd87f3dd323447885da531ff
bf556284-7513-3620-a10e-5393183a9a87,STEWARD ST. ANNES HOSPITAL CORPORATION,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,5086745600,0.0,85,2026-05-09 23:29:49.413347,synthea,718bc38ddd32ab93540a6011d17da509
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,5086793131,0.0,14,2026-05-09 23:29:49.413347,synthea,cad7adb0cdc60feff6244668a580897f
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,6178939901,0.0,25,2026-05-09 23:29:49.413347,synthea,0175540331189a1e480045929ac32c19
dd9914b0-9491-3330-a890-d34e95e497ea,CHILD & FAMILY SERVICES  INC.,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,5089968572,0.0,45,2026-05-09 23:29:49.413347,synthea,ae61169719d9b29962fedd99cd018d4f
4c1a8ea6-b690-3c28-a02e-ebd82190ee65,SOUTH COVE COMMUNITY HEALTH CENTER  INC,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,6174827555,0.0,5,2026-05-09 23:29:49.413347,synthea,eb02de4db05573396e18aed2125aa8d5
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,2038850808,0.0,66,2026-05-09 23:29:49.413347,synthea,7a7d542d95df840672ea6fc196eb09f9
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,7819793050,0.0,138,2026-05-09 23:29:49.413347,synthea,851a6c6b728483496a354853790cf0dc
d613e441-68e8-3502-8adb-3f770a1276bf,PALMER FAMILY SERVICES LLC,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,5084782008,0.0,31,2026-05-09 23:29:49.413347,synthea,8f6b6c6b9adbe2de750d347e2a49b9d9
de29a374-221b-3cb4-8051-a02c1a35e5b7,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,5087615650,0.0,19,2026-05-09 23:29:49.413347,synthea,2e363e52d721600a320c47834a3d161d
b0b89e26-30e3-35d4-af87-29fb529579cf,CLIFTON HOSPICE SERVICES  LLC,391 HANOVER ST,FALL RIVER,MA,027205432,41.71019285,-71.14377103194548,5086757583,0.0,1,2026-05-09 23:29:49.413347,synthea,5370c25849b6ed9f383b8328ce93b3e8
ea153d0a-9ccc-3769-9a25-934b417071b7,NEW ENGLAND FAMILY HEALTH LLC,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,5082150015,0.0,6,2026-05-09 23:29:49.413347,synthea,7c2a51958312daeb61135eb54ebbe8ad
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,6176651000,0.0,28,2026-05-09 23:29:49.413347,synthea,183adac0298015be3a473797ffd066b9
c64c848c-0315-3115-87fa-80c360bb6a73,FENWAY COMMUNITY HEALTH CENTER  INC,142 BERKELEY ST,BOSTON,MA,021164608,42.3489076,-71.0721378,6172477555,0.0,43,2026-05-09 23:29:49.413347,synthea,43ce0b01bcd9aad5d0ef27eb298be417
76281d34-caff-30e0-8545-bcdf33182109,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,5086757589,0.0,10,2026-05-09 23:29:49.413347,synthea,3c63dee0bce0bb957a2d87d25773593e
7e97f720-f99d-3402-98a4-a144aaa5bd01,COMMUNITY HEALTH CENTER OF CAPE COD  INC.,210 JONES RD,FALMOUTH,MA,025402974,41.5614958,-70.6117407224321,5084777090,0.0,33,2026-05-09 23:29:49.413347,synthea,29e27b6dbe0ec21fad78ef136ddd6576
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,9782639101,0.0,24,2026-05-09 23:29:49.413347,synthea,1ba38f57d40c50356686be0a1c7d2c11
a36dcb53-a762-38d4-ae84-40f46195a6dd,260 EASTHAMPTON ROAD OPERATING COMPANY LLC,260 EASTHAMPTON ROAD,HOLYOKE,MA,010401213,42.226424,-72.646798,4135389733,0.0,1,2026-05-09 23:29:49.413347,synthea,24353d1609928838f150e86d7088d82c
811cc811-0061-341c-a719-9ba7ef8dc699,ISLAND HEALTH INC.,245 VINEYARD HAVEN-EDGARTOWN ROAD,EDGARTOWN,MA,025396941,41.395500350000006,-70.5300948008162,5089399358,0.0,24,2026-05-09 23:29:49.413347,synthea,90f6484aa1a66ae3985510707877e410
1e11392b-1278-3e70-93cd-f396cbd0c265,VHS ACQUISITION SUBSIDIARY NUMBER 9  INC.,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,5086507000,0.0,202,2026-05-09 23:29:49.413347,synthea,df7e8741e7243cf09915596a152722be
fe30f2b4-9bc8-346e-afba-4455d1766545,KATZMAN FAMILY CENTER FOR LIVING,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,6178846766,0.0,73,2026-05-09 23:29:49.413347,synthea,f6ea984750a17466666778e41fe62998
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,6175228110,0.0,206,2026-05-09 23:29:49.413347,synthea,385f2b1890e14e30c48bd11e47354089
4bc0cc09-77e5-37f5-844d-64a6637cae54,WESTERN MASSACHUSETTS HOSPITAL,91 EAST MOUNTAIN ROAD,WESTFIELD,MA,010851801,42.110743549999995,-72.70066160206358,4135624131,0.0,907,2026-05-09 23:29:49.413347,synthea,6cbd6265615842c6c2696013bdd44b4d
0fedae9f-701f-3317-9b2f-69aea2202cdc,BOSTON MEDICAL CENTER CORPORATION-,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,6176388000,0.0,196,2026-05-09 23:29:49.413347,synthea,ed2a88e7f212153171ad98a4f5e9fb5d
ccb716b1-277f-3eff-999f-3ac0df45713a,LAFAYETTE REHABILITATION AND SKILLED NURSING FACILITY  INC.,25 LAFAYETTE ST,MARBLEHEAD,MA,019451939,42.4938348,-70.87382362834484,7816314535,0.0,2,2026-05-09 23:29:49.413347,synthea,2611119bfb4884ecf7ec40adaa5cb4bb
733fc7d0-7cf3-3995-82ef-a9883b807273,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,175 FRANKLIN STREET,NORTH ADAMS,MA,012472712,42.70707,-73.10094536747326,4136644041,0.0,36,2026-05-09 23:29:49.413347,synthea,069c08f1d6dbf1e14fbcf2ad3c89a38d
aade280a-3b90-3e48-9648-91109a964a63,AP MEDICAL LLC,909 SUMNER ST,DARTMOUTH,MA,027473826,41.6332267,-70.9879928,5089715190,0.0,299,2026-05-09 23:29:49.413347,synthea,adb18ab5058e7c5efa03dcaf55059913
981338c4-287c-3621-bc45-8b0b9f1b8922,DR. HE'S PRIMARY CARE FOR ADULTS INC,640 BOLTON ST,MARLBOROUGH,MA,017523999,42.3658183,-71.55914630258509,5084810200,0.0,33,2026-05-09 23:29:49.413347,synthea,e106bfcf7ad2291c3ba7aa8753ba9f1c
ecadbc11-930c-3903-b706-f8ef4bc9089e,PRIMARY CARE ASSOCIATES LLC,780 CHESTNUT ST,SPRINGFIELD,MA,011031109,42.1211633,-72.60614164702717,4137872800,0.0,52,2026-05-09 23:29:49.413347,synthea,c54c453bccc80cb49a7f04f6ba42095a
794b1cc2-97be-30a4-83a0-4bf6add43c74,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,023023949,42.0740963,-70.99660306096918,5085835834,0.0,9,2026-05-09 23:29:49.413347,synthea,60f3faa192228e5c9c885d768e91d35a
440fa4b8-c731-3cf5-81d9-aa3f30a37b95,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,7817445100,0.0,137,2026-05-09 23:29:49.413347,synthea,fa1a766123753276b9a2a9b6f241e693
0fab3c4e-a028-39a6-b15a-be5a88b6aa2a,ENCOMPASS HEALTH REHAB HOSPITAL OF WESTERN MASS,222 STATE STREET,LUDLOW,MA,010563437,42.15547415,-72.47222226666076,4135897581,0.0,59,2026-05-09 23:29:49.413347,synthea,ea7ec82f5c8587a0f2962f804da70253
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,9784599343,0.0,21,2026-05-09 23:29:49.413347,synthea,689c668f64f61a5f7dea902f6457556d
929d7ec5-3ee7-35ab-a056-91f60788c234,ADAPS HEALTHCARE LLC,474 PLEASANT ST,NORWOOD,MA,020624531,42.1816837,-71.19722229999999,7818565072,0.0,22,2026-05-09 23:29:49.413347,synthea,8525a392fe6be8c26be31f9deb6c6283
b20a0fe1-53b3-33fc-8acb-bc9a2df64e57,NASHOBA NURSING SERVICE,3 PATTERSON ROAD  SUITE 3,SHIRLEY,MA,014642907,42.552462649999995,-71.62383665745185,9784256675,0.0,5,2026-05-09 23:29:49.413347,synthea,b8ca33b1edc51165acf41fa6fe70df13
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,7812746274,0.0,77,2026-05-09 23:29:49.413347,synthea,76e7ae751ac4c3005338d29a4b43d196
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,7816627990,0.0,39,2026-05-09 23:29:49.413347,synthea,73ea81cac75b1aaccdc26bace4cc9157
70a26106-6797-39f8-83e6-6bcf212b99ad,CEDAR STREET FAMILY CLINIC INC,340 MAIN ST,WORCESTER,MA,016081601,42.53616075,-71.74831883675786,5087521331,0.0,28,2026-05-09 23:29:49.413347,synthea,a4d13b51bf29947e555d5635c08309d0
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,4135822000,0.0,198,2026-05-09 23:29:49.413347,synthea,fd64ad6a79b7cfea68ffa967930a65c4
8424b5ec-ba0a-32e9-94ae-a9d397884093,GENTLE HOME CARE SERVICES,49 BLANCHARD STREET  SUITE 101,LAWRENCE,MA,018431456,42.69651155,-71.1612176954981,9782588479,0.0,12,2026-05-09 23:29:49.413347,synthea,88785c86fe2e6015a475d337bf087753
37111f41-8bc5-35d3-9cd9-5b447a11ffd1,NEVINS NURSING & REHABILITATION CENTER,TEN INGALLS COURT,METHUEN,MA,018443712,42.7262016,-71.1908924,9786827611,0.0,13,2026-05-09 23:29:49.413347,synthea,21978385752c32ef61dab18fa6a1d1a9
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,6176365000,0.0,121,2026-05-09 23:29:49.413347,synthea,d6f6d7822033b42388ae98828ccbac2d
46a09a29-4bda-3572-89dd-5def154669ed,REVOLUTION AT SARAH BRAYTON PLACE LLC,4901 N MAIN ST,FALL RIVER,MA,027202080,41.758923100000004,-71.11356439219409,5086751001,0.0,1,2026-05-09 23:29:49.413347,synthea,18afb845d405ca43806913db5684b290
6b2e5b97-70f6-3219-8c99-86de138e6808,PARTNERS IN INTERNAL MEDICINE PC,123 SUMMER ST,WORCESTER,MA,01608,42.26496835,-71.79655403681465,5083637300,0.0,40,2026-05-09 23:29:49.413347,synthea,7365e0e2c878bba425bf3f50bf39a144
27bf2e46-7445-35e7-9106-3ce1b074db47,LIFE CARE CENTER OF MERRIMACK VALLEY,80 BOSTON RD,NORTH BILLERICA,MA,018621034,42.5871093,-71.2948553,9786672166,0.0,1,2026-05-09 23:29:49.413347,synthea,ad04d8fd89973f80408107470c5d8248
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,8574539843,0.0,46,2026-05-09 23:29:49.413347,synthea,7a4ceebff012778f2356a70ba54d7dfd
dd3307db-114c-3f11-be44-a9eef6bb3fc5,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,7815962502,0.0,36,2026-05-09 23:29:49.413347,synthea,67c2094e3c566d325883692e348ae78b
1d87bbfa-19aa-3128-adca-420ff8d5a12a,BERKSHIRE FAMILY AND INDIVIDUAL RESOURCES INC,771 CHURCH ST,NORTH ADAMS,MA,012474109,42.680927100000005,-73.09950699822534,4136649382,0.0,80,2026-05-09 23:29:49.413347,synthea,1395f5d16f6ea6750691296f7f353217
15d4c950-4691-3996-b4c4-bf06bfb58ff7,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,018445883,42.7285558,-71.16833738237946,9786870151,0.0,333,2026-05-09 23:29:49.413347,synthea,e08d28897474937044317154935b5a8d
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,6174690300,0.0,31,2026-05-09 23:29:49.413347,synthea,3da5041d7a408dccbdaf68e804d88f63
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,9784538446,0.0,62,2026-05-09 23:29:49.413347,synthea,0274ae62f55aae385199e61a4855ffbb
4ff3563e-f909-3a06-902d-26c28d9d5355,ESSEX PAVILION  LLC,876 FALMOUTH RD,HYANNIS,MA,026012322,41.6619029,-70.31909857281401,5087756663,0.0,2,2026-05-09 23:29:49.413347,synthea,066797ff28a962d21960a1e764113929
847ba43f-362d-3325-a095-93eb95d9dd90,WESTFIELD HEALTHCARE  LLC,60 E SILVER ST,WESTFIELD,MA,010854434,42.1147598,-72.73956114707532,4135625121,0.0,1,2026-05-09 23:29:49.413347,synthea,f5ff1ebdeb41656925fc3abc89bc127b
d140ed3f-2696-3e78-bd77-1c959ec4fc4d,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,41.6512968,-70.9669902070805,5089966763,0.0,32,2026-05-09 23:29:49.413347,synthea,1b14a21e34354aede474ce16418324d1
1cff30ba-b91f-3ea2-b80b-770d67856358,ROYAL NURSING CENTER  LLC,359 JONES RD,FALMOUTH,MA,025403341,41.5591273,-70.60352436630029,7743450220,0.0,11,2026-05-09 23:29:49.413347,synthea,778d8a5bbdcd604e3e94f6ae22794547
d4e48a16-0a60-3e90-81e5-c35b22ffe6af,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,6035264635,0.0,9,2026-05-09 23:29:49.413347,synthea,f86a6baf47758019e9435195c2d0e6d3
8f22037a-070f-3fcf-8f39-fa879f0ae107,DARTMOUTH HOUSE NURSING HOME INC,567 DARTMOUTH ST,S DARTMOUTH,MA,027481826,41.61112,-70.93937914285715,5089977787,0.0,1,2026-05-09 23:29:49.413347,synthea,ce14256bd4ac1cab4a8cbd380fa9b950
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,7813412800,0.0,14,2026-05-09 23:29:49.413347,synthea,060c0582dfb880208ea41479c8291e00
263d1b03-1560-3fc3-b93d-c33a0cbd5837,HOSPICE SERVICES OF MASSACHUSETTS,10 RIVERSIDE DRIVE  STE 201,LAKEVILLE,MA,023471689,41.8771119,-70.92344635,5082910049,0.0,7,2026-05-09 23:29:49.413347,synthea,efba1f6cd6857bd996589e647b3d48ac
db28cc9a-fdfb-35a6-aef7-ab9b933ef244,CAMBRIDGE REHABILITATION & NURSING CENTER,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,6178644267,0.0,2,2026-05-09 23:29:49.413347,synthea,b7142d051e63af5a13bd2687c44a5eab
ee6705d5-db4a-3120-bbe1-1e72972a841f,LOWELL COMMUNITY HEALTH CENTER  INC.,101 JACKSON ST,LOWELL,MA,018522103,42.64221447368421,-71.31029421052632,9784411700,0.0,61,2026-05-09 23:29:49.413347,synthea,ed3beda8b81d8ee8f31778e61430ee70
a6fb79e7-4abb-3a68-b62d-e501427fdca4,AUBURN PRIMARY CARE AND AESTHETICS,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,42.187836,-71.83104,5087969211,0.0,63,2026-05-09 23:29:49.413347,synthea,fcfb41be2beaf73451b8b508d648cd45
9d0e702d-50a0-3f4c-9126-0951d560fd4b,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,5087916351,0.0,73,2026-05-09 23:29:49.413347,synthea,3c78c0bd704d429a29426ff00ea7eb02
c7542447-e06e-32cb-b6db-243c23a0dbc2,FRANCISCAN HOSPITAL FOR CHILDREN INC,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,6172543800,0.0,176,2026-05-09 23:29:49.413347,synthea,3ec136e86e838eb023c40ca436c74e48
87f3b181-1c52-3161-a15a-ea2d9a04b35f,KD MEDICINE & WELLNESS PLLC,565 TURNPIKE ST STE 71,NORTH ANDOVER,MA,018455936,42.664934200000005,-71.11635234067887,5086410235,0.0,31,2026-05-09 23:29:49.413347,synthea,71526dde22a2c3251bcfe59e0857c071
43e22208-dae0-3196-b30b-17b3c50679c2,GREATER LAWRENCE FAMILY HEALTH CENTER INC,147 PELHAM ST,METHUEN,MA,018442060,42.7288158,-71.20222773774655,9786833491,0.0,57,2026-05-09 23:29:49.413347,synthea,772d742b41f0a8abc8983dbd2d9ab54a
a4b91172-69e7-3895-bd89-b9a0868de5c2,DARTMOUTH PRIMARY MEDICINE  LLC,651 ORCHARD ST,NEW BEDFORD,MA,027441052,41.6149879,-70.93113851963673,5089945300,0.0,31,2026-05-09 23:29:49.413347,synthea,8bb2cf6f7c9bf29a4ad93867589cf10e
30547c24-6d41-3a9d-8a21-cc3606224d38,MILTON HC OPERATING LLC,1200 BRUSH HILL ROAD,MILTON,MA,021862337,42.23073215,-71.122659913074,6173330600,0.0,2,2026-05-09 23:29:49.413347,synthea,6cb2b9d68a4c1dcb7d1b9962837b6351
72f50aa0-d8c9-34dc-ac58-c428323f3bcd,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,55 FRUIT ST,BOSTON,MA,021142696,42.36286045,-71.06875296664998,6177262707,0.0,21,2026-05-09 23:29:49.413347,synthea,eb5e52e2559996ef9353bab2a3005431
ca8a919a-05f9-3687-bfb6-42800a70031e,LIFE LINE COMMUNITY HEALTHCARE,6111 OAK TREE BLVD STE 301,FRAMINGHAM,MA,017014613,42.3095704,-71.4413097,2165816556,0.0,44,2026-05-09 23:29:49.413347,synthea,dec4e19f09e0cb84fbda2f4b6b827e35
be509ccb-bfb7-3b87-8945-8426b689ef9d,BOSTON HOME  INC (THE),2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,6178253905,0.0,3,2026-05-09 23:29:49.413347,synthea,8be5294724f7c922177229f2cbf7f4f9
065eba51-cef7-3976-8654-ba8e7df887ce,HOSPICE OF THE FISHER HOME,1165 NORTH PLEASANT STREET,AMHERST,MA,01002,42.40927615,-72.52971238527101,4135490115,0.0,2,2026-05-09 23:29:49.413347,synthea,dad226fc9750e7169b2d5748fc88ae03
